87,51.24618,86,44,2.76046,5.75098,-0.63039,2.62171,1.2368,79,1.99911,-0.00123,59,1.79292,-1.8355,0.76135,0.13875,-2.99052,0.96754,7.51289,-2.71725,11.50168,25.06848,2.721607993,-0.984346812,4.166580932,9.081269064,-0.040263582,-0.129963582,-0.094913582,-0.096023582,-0.097273582,-0.098143582
87,51.52226,86,44,2.76077,5.65238,-0.98601,2.74803,1.26316,79,1.99906,-0.00049,59,1.65971,-1.33215,0.76171,0.01274,-2.89161,1.10106,7.43672,-2.71853,11.79084,24.95837,2.693712261,-0.984699921,4.270851972,9.04036555,-0.129963582,-0.094913582,-0.096023582,-0.097273582,-0.098143582,-0.099033582
87,51.79836,86,44,2.76099,5.51536,-1.37016,2.8672,1.19168,79,1.99904,-0.00015,59,1.57292,-0.86787,0.76195,-0.10621,-2.75437,1.18807,7.36052,-2.70791,12.06628,24.83956,2.665898826,-0.980775012,4.370272982,8.996613534,-0.094913582,-0.096023582,-0.097273582,-0.098143582,-0.099033582,-0.100213582
87,52.07447,86,44,2.76109,5.35359,-1.61771,2.97614,1.08945,79,1.99903,-0.00013,59,1.52033,-0.52594,0.76206,-0.21505,-2.5925,1.24076,7.28432,-2.6864,12.32553,24.71548,2.638204477,-0.972949089,4.464008779,8.951348924,-0.096023582,-0.097273582,-0.098143582,-0.099033582,-0.100213582,-0.101453582
87,52.35057,86,44,2.76107,5.19804,-1.55549,3.07369,0.97551,79,1.99905,0.00018,59,1.48953,-0.30793,0.76202,-0.31262,-2.43697,1.27154,7.20812,-2.65513,12.56923,24.58833,2.610625591,-0.961630817,4.552303998,8.905362776,-0.097273582,-0.098143582,-0.099033582,-0.100213582,-0.101453582,-0.102343582
87,52.62667,86,44,2.76095,5.08693,-1.11109,3.15434,0.80649,79,1.99914,0.00091,59,1.4718,-0.17735,0.76181,-0.39339,-2.32598,1.28915,7.13194,-2.6158,12.80182,24.45941,2.583147105,-0.947427516,4.636744599,8.85905576,-0.098143582,-0.099033582,-0.100213582,-0.101453582,-0.102343582,-0.102553582
87,52.90275,86,44,2.76082,5.04896,-0.37974,3.21342,0.59074,79,1.9993,0.00166,59,1.46178,-0.10021,0.76152,-0.4526,-2.28814,1.29904,7.05579,-2.57054,13.03064,24.32951,2.555686354,-0.931078448,4.719844104,8.812421672,-0.099033582,-0.100213582,-0.101453582,-0.102343582,-0.102553582,-0.102133582
87,53.17882,86,44,2.76073,5.08767,0.38709,3.25272,0.39302,79,1.99957,0.00267,59,1.45627,-0.0551,0.76116,-0.49199,-2.32694,1.30446,6.97967,-2.52134,13.26333,24.19907,2.528197252,-0.913287428,4.80428365,8.765460585,-0.100213582,-0.101453582,-0.102343582,-0.102553582,-0.102133582,-0.101503582
87,53.45489,86,44,2.7607,5.17829,0.9062,3.27744,0.24726,79,2.00007,0.00497,59,1.45341,-0.02854,0.76063,-0.51674,-2.41759,1.30729,6.90361,-2.46966,13.50509,24.06834,2.500673742,-0.894577462,4.891907849,8.718201905,-0.101453582,-0.102343582,-0.102553582,-0.102133582,-0.101503582,-0.101083582
87,53.73097,86,44,2.76071,5.28034,1.02051,3.29241,0.14968,79,2.001,0.00931,59,1.45227,-0.01142,0.75971,-0.5317,-2.51963,1.30844,6.82763,-2.4165,13.75705,23.93749,2.473142778,-0.875318306,4.983156507,8.670773098,-0.102343582,-0.102553582,-0.102133582,-0.101503582,-0.101083582,-0.101053582
87,54.00704,86,44,2.76073,5.35778,0.77443,3.30123,0.08818,79,2.00264,0.01643,59,1.45247,0.00194,0.75809,-0.5405,-2.59705,1.30826,6.75183,-2.36245,14.01676,23.80666,2.445668356,-0.85573381,5.077193351,8.623320643,-0.102553582,-0.102133582,-0.101503582,-0.101083582,-0.101053582,-0.101113582
87,54.28311,86,44,2.76074,5.39698,0.39199,3.30636,0.05134,79,2.00549,0.02846,59,1.45401,0.0154,0.75525,-0.54562,-2.63624,1.30673,6.6763,-2.30788,14.28038,23.676,2.41830089,-0.83596427,5.172663851,8.575961518,-0.102133582,-0.101503582,-0.101083582,-0.101053582,-0.101113582,-0.101073582
87,54.55919,86,44,2.76076,5.41339,0.16406,3.30937,0.0301,79,2.01047,0.0498,59,1.45734,0.03331,0.75029,-0.54861,-2.65263,1.30342,6.60127,-2.25302,14.54564,23.54565,2.391106072,-0.816086875,5.268708616,8.52868413,-0.101503582,-0.101083582,-0.101053582,-0.101113582,-0.101073582,-1.01E-01
87,54.83527,86,44,2.76077,5.44036,0.26971,3.31116,0.01786,79,2.01924,0.08769,59,1.4635,0.06165,0.74153,-0.55039,-2.67959,1.29727,6.52711,-2.19799,14.8136,23.41592,2.36423534,-0.796151074,5.36574941,8.481662725,-0.101083582,-0.101053582,-0.101113582,-0.101073582,-1.01E-01,-1.01E-01
